id;x;y;type;capacity;cost
482;17.091287;51.0696016;residental;0.0;0.0
483;17.0407089;51.0624967;residental;0.0;0.0
484;17.0405403;51.0622534;residental;0.0;0.0
485;16.9779551;51.0619483;residental;0.0;0.0
486;16.9930098;51.0645239;residental;0.0;0.0
487;17.0129645;51.0697791;residental;0.0;0.0
488;17.041421;51.0622824;residental;0.0;0.0
489;16.9931415;51.0652657;residental;0.0;0.0
490;17.032093;51.0577905;residental;0.0;0.0
491;17.0217775;51.0573925;residental;0.0;0.0
492;17.0148863;51.0695926;residental;0.0;0.0
493;17.020802;51.057965;residental;0.0;0.0
494;17.0215877;51.0487216;residental;0.0;0.0
495;17.0173459;51.0639489;residental;0.0;0.0
496;17.0241775;51.0484644;residental;0.0;0.0
497;17.0318505;51.065192;residental;0.0;0.0
498;17.0824816;51.0664656;residental;0.0;0.0
499;17.028735;51.0638005;residental;0.0;0.0
500;17.0222095;51.0513807;residental;0.0;0.0
501;17.0591242;51.0521013;residental;0.0;0.0
502;17.0742865;51.063156;residental;0.0;0.0
503;17.0390277;51.0587187;residental;0.0;0.0
504;17.0190198;51.0524103;residental;0.0;0.0
505;17.0267848;51.0489487;residental;0.0;0.0
506;17.0879447;51.0544627;residental;0.0;0.0
507;17.057486;51.0576947;residental;0.0;0.0
508;16.9781809;51.0615079;residental;0.0;0.0
509;17.0126688;51.06887;residental;0.0;0.0
510;17.030073;51.0644375;residental;0.0;0.0
511;16.9764216;51.0610459;residental;0.0;0.0
512;17.0055775;51.0677661;residental;0.0;0.0
513;17.0052322;51.0689368;residental;0.0;0.0
514;17.0563345;51.0484625;residental;0.0;0.0
